Date,Open,High,Low,Close,Adj Close,Volume
2021-06-28,36.560001373291016,37.279998779296875,36.560001373291016,37.119998931884766,37.071434020996094,1583300
2021-06-29,36.959999084472656,37.36000061035156,36.83000183105469,37.279998779296875,37.231224060058594,911100
2021-06-30,36.560001373291016,36.68000030517578,36.16999816894531,36.380001068115234,36.33240509033203,1294000
2021-07-01,36.66999816894531,36.7400016784668,36.31999969482422,36.43000030517578,36.38233947753906,1247000
2021-07-02,37.209999084472656,37.349998474121094,37.029998779296875,37.220001220703125,37.17130661010742,1128500
2021-07-06,37.709999084472656,37.86000061035156,37.02000045776367,37.36000061035156,37.31112289428711,1376400
2021-07-07,37.810001373291016,37.90999984741211,37.310001373291016,37.4900016784668,37.44095230102539,2596800
2021-07-08,36.34000015258789,36.84000015258789,36.209999084472656,36.68000030517578,36.63201141357422,2168800
2021-07-09,37.93000030517578,38.16999816894531,37.5099983215332,38.13999938964844,38.0900993347168,1662700
2021-07-12,38.63999938964844,38.68000030517578,38.22999954223633,38.61000061035156,38.559486389160156,1089700
2021-07-13,38.040000915527344,38.400001525878906,38.0099983215332,38.16999816894531,38.120059967041016,816600
2021-07-14,39.43000030517578,39.689998626708984,39.09000015258789,39.119998931884766,39.068817138671875,2532400
2021-07-15,38.61000061035156,38.689998626708984,37.93000030517578,38.119998931884766,38.070125579833984,2202300
2021-07-16,38.38999938964844,38.63999938964844,37.560001373291016,37.61000061035156,37.560794830322266,1798900
2021-07-19,36.540000915527344,37.06999969482422,36.38999938964844,37.04999923706055,37.00152587890625,1616700
2021-07-20,36.45000076293945,37.22999954223633,36.2400016784668,36.939998626708984,36.89167022705078,2097000
2021-07-21,37.810001373291016,38.52000045776367,37.650001525878906,38.5099983215332,38.45961380004883,1274300
2021-07-22,38.25,38.38999938964844,38.0,38.08000183105469,38.030181884765625,1172500
2021-07-23,39.029998779296875,39.119998931884766,38.72999954223633,38.97999954223633,38.92900085449219,1208000
2021-07-26,39.56999969482422,39.58000183105469,39.119998931884766,39.400001525878906,39.348453521728516,1689900
2021-07-27,39.18000030517578,39.189998626708984,38.08000183105469,38.75,38.699302673339844,1857100
2021-07-28,38.70000076293945,39.380001068115234,38.63999938964844,39.33000183105469,39.27854537963867,1908900
2021-07-29,41.06999969482422,41.810001373291016,41.04999923706055,41.709999084472656,41.65542984008789,3769000
2021-07-30,41.099998474121094,41.33000183105469,40.650001525878906,41.27000045776367,41.216007232666016,2361400
2021-08-02,41.7400016784668,41.93000030517578,41.15999984741211,41.2599983215332,41.206016540527344,1699400
2021-08-03,41.869998931884766,41.9900016784668,41.54999923706055,41.900001525878906,41.845184326171875,1879300
2021-08-04,41.900001525878906,42.130001068115234,41.75,42.02000045776367,41.965023040771484,1621800
2021-08-05,42.45000076293945,42.47999954223633,42.060001373291016,42.2400016784668,42.18473815917969,1316600
2021-08-06,42.16999816894531,42.36000061035156,42.04999923706055,42.099998474121094,42.044918060302734,1307500
2021-08-09,42.720001220703125,43.0099983215332,42.529998779296875,42.689998626708984,42.63414764404297,1470800
2021-08-10,43.06999969482422,43.15999984741211,42.2400016784668,42.66999816894531,42.614173889160156,2212500
2021-08-11,42.81999969482422,42.900001525878906,42.279998779296875,42.720001220703125,42.66410827636719,1362000
2021-08-12,42.849998474121094,42.9900016784668,42.47999954223633,42.72999954223633,42.674095153808594,1410500
2021-08-13,42.72999954223633,43.150001525878906,42.599998474121094,43.13999938964844,43.08355712890625,1335800
2021-08-16,43.20000076293945,43.27000045776367,42.790000915527344,43.130001068115234,43.07357406616211,1006100
2021-08-17,42.54999923706055,42.58000183105469,41.75,42.34000015258789,42.28460693359375,2334600
2021-08-18,42.22999954223633,42.86000061035156,42.20000076293945,42.25,42.194725036621094,1709100
2021-08-19,41.18000030517578,42.27000045776367,41.150001525878906,41.91999816894531,41.86515426635742,3186100
2021-08-20,41.9900016784668,42.56999969482422,41.91999816894531,42.33000183105469,42.274620056152344,2989000
